"user.login","Year","City","Period","n_obs","n_taxa","taxa"
"lindseywesmbt",2019,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"linillaj",2019,"Bogotá, Colombia","during",1,1,"123391"
"linkie",2019,"Cape Town, Western Cape, South Africa","during",4,4,"60724 48325 232361 67747"
"linkie",2021,"Cape Town, Western Cape, South Africa","during",12,8,"117867 117899 49490 881397 67747 154184 60724 117942 117951"
"linktoemi",2021,"Bristol & Bath City Region, UK","before",1,1,"532466"
"linwualliance",2018,"Cleveland-Akron-Canton, OH, USA","during",1,1,"200925"
"linzynature",2019,"Boston, Massachusetts, USA","before",2,2,"125773 182713"
"linzynature",2019,"Boston, Massachusetts, USA","during",4,4,"125773 155090 69430 117943"
"lisa63",2020,"Cleveland-Akron-Canton, OH, USA","during",1,1,"124439"
"lisa63",2021,"Cleveland-Akron-Canton, OH, USA","during",2,1,"117943"
"lisa63",2022,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117943"
"lisa687",2019,"Calgary, Canada","during",1,1,"344442"
"lisa687",2020,"Calgary, Canada","during",3,3,"54734 67747 344442"
"lisa687",2021,"Calgary, Canada","during",2,2,"182461 54757"
"lisajuliet",2022,"Cape Town, Western Cape, South Africa","during",1,1,"60724"
"lisalovesnature",2019,"Boston, Massachusetts, USA","during",1,1,"55576"
"lisalovesnature",2020,"Boston, Massachusetts, USA","during",15,6,"182679 69436 182631 117943 148365 151767"
"lisalovesnature",2021,"Boston, Massachusetts, USA","during",8,3,"117943 463344 49490"
"lisalovesnature",2022,"Boston, Massachusetts, USA","during",5,4,"182713 182455 54734 69436"
"lisamh",2020,"Austin, Texas, USA","during",1,1,"174748"
"lisebsb",2022,"Charlottesville, Virginia, USA","during",1,1,"320843"
"liseth-justin",2019,"Bogotá, Colombia","during",3,2,"55554 69437"
"lissgarcia",2019,"Bogotá, Colombia","during",1,1,"48325"
"little_learners_outdoors",2021,"Baton Rouge, Louisiana, USA","during",1,1,"464189"
"littlecreek",2018,"Boston, Massachusetts, USA","during",1,1,"54735"
"littlekiwis",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"229759"
"livaluciabechmann",2022,"Copenhagen, Denmark","during",1,1,"55576"
"liz_almengor",2022,"Ciudad de Panamá, Panamá","during",1,1,"463096"
"lizbarnett",2020,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"lizdownunder",2021,"Adelaide, South Australia, Australia","during",1,1,"55576"
"lizecoetsee",2022,"Garden Route, Western Cape, South Africa","during",1,1,"67747"
"lizhayler",2022,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"lizolina",2020,"Austin, Texas, USA","before",6,5,"121176 233685 229759 232361 117874"
"lizpal123",2022,"Boston, Massachusetts, USA","during",5,3,"148365 117951 194686 203800"
"lizvanniekerk",2022,"Garden Route, Western Cape, South Africa","during",1,1,"55554"
"lizzy_c",2021,"Bristol & Bath City Region, UK","during",2,2,"175440 55576"
"lizzybrennan",2021,"Boston, Massachusetts, USA","during",1,1,"117943"
"ljal2",2020,"Atlanta, Georgia, USA","during",2,2,"121176 227252"
"ljmorgan",2020,"Boston, Massachusetts, USA","during",1,1,"123230"
"ljusttx",2021,"Dallas-Fort Worth, Texas, USA","before",1,1,"232361"
"llamacheese",2018,"Boston, Massachusetts, USA","during",1,1,"200925"
"llashborn",2022,"Cincinnati, Ohio, USA","during",1,1,"117943"
"llouiseh",2020,"Brighton, Sussex, UK","during",2,2,"117887 49490"
"llsmith61",2021,"Baltimore, Maryland, USA","during",1,1,"117943"
"llsmith61",2022,"Baltimore, Maryland, USA","during",4,3,"460246 117943 155091"
"lma82",2020,"Boston, Massachusetts, USA","after",4,4,"49488 155093 117950 117422"
"lmaloney",2019,"Eugene-Springfield, Oregon, USA","during",1,1,"123175"
"lmcintyre1505",2022,"Alachua County, Florida, USA","after",2,2,"464189 710073"
"lmdfells",2020,"Boston, Massachusetts, USA","during",2,2,"117943 320843"
"lmdfells",2021,"Boston, Massachusetts, USA","during",1,1,"117943"
"lmdfells",2022,"Boston, Massachusetts, USA","during",5,4,"320843 182613 117943 155095"
"lmossop",2019,"Cape Town, Western Cape, South Africa","during",2,2,"55576 55553"
"lmossop",2020,"Cape Town, Western Cape, South Africa","during",5,5,"464002 60724 1080564 532267 55576"
"lmossop",2021,"Cape Town, Western Cape, South Africa","during",3,3,"54757 352781 597025"
"lmpolizzotti",2021,"Boston, Massachusetts, USA","before",1,1,"59954"
"lngazda",2021,"Austin, Texas, USA","during",1,1,"227235"
"loboarciniegas",2021,"Bogotá, Colombia","during",1,1,"117943"
"logankt",2022,"Cape Town, Western Cape, South Africa","during",1,1,"60724"
"logpark",2019,"Western NC, North Carolina, USA","during",1,1,"117943"
"lohump",2020,"Eugene-Springfield, Oregon, USA","during",6,5,"155093 49490 117874 54735 175944 67747"
"loid",2021,"Bristol & Bath City Region, UK","during",1,1,"55576"
"loidge",2020,"Davao City, Philippines","during",3,3,"117943 205470 463344"
"loidge",2021,"Davao City, Philippines","during",4,4,"632126 205689 117892 182631"
"loidge",2022,"Davao City, Philippines","during",2,2,"182631 229702"
"lolbyeno",2021,"Orange County, California, USA","before",1,1,"182455"
"lonboy",2019,"Eugene-Springfield, Oregon, USA","during",2,2,"55576 54734"
"lophozia17",2022,"Calgary, Canada","during",7,7,"532267 69430 223480 69436 117971 344442 54734"
"lorena28",2022,"Ciudad de México, México","before",1,1,"117887"
"lorenadiaz117",2022,"Chicago, Illinois, USA","during",1,1,"372229"
"lorencion",2022,"Chicago, Illinois, USA","before",2,2,"344442 69430"
"lori141",2021,"Dallas-Fort Worth, Texas, USA","during",1,1,"232361"
"lorilafrance",2020,"Boston, Massachusetts, USA","during",2,2,"182631 117951"
"lorimalloy",2020,"Austin, Texas, USA","after",1,1,"155091"
"lorrainecphelan",2020,"Geelong, Victoria, Australia","during",2,2,"48325 55553"
"louie62",2020,"Western NC, North Carolina, USA","during",1,1,"49490"
"louis313",2022,"Cape Town, Western Cape, South Africa","during",1,1,"463837"
"louisvw",2020,"Cape Town, Western Cape, South Africa","during",1,1,"55553"
"louisvw",2022,"Cape Town, Western Cape, South Africa","during",2,2,"48325 55576"
"lovenature4388",2019,"Baltimore, Maryland, USA","during",1,1,"117943"
"lowerycam",2022,"Cleveland-Akron-Canton, OH, USA","before",2,2,"155092 155090"
"lozemers",2019,"Bristol & Bath City Region, UK","during",2,2,"54735 55576"
"lp15",2020,"Fairfield and Westchester County, Connecticut and New York, USA","during",2,2,"117867 117943"
"lparker24",2018,"Dallas-Fort Worth, Texas, USA","during",1,1,"232361"
"lpatch",2020,"Western NC, North Carolina, USA","after",1,1,"59954"
"lpmasur",2021,"Austin, Texas, USA","during",3,3,"229759 117867 55553"
"lrobert",2021,"Boston, Massachusetts, USA","during",1,1,"54734"
"lrpiii",2020,"Western NC, North Carolina, USA","during",3,2,"67747 117867"
"lrtassone20",2021,"Cincinnati, Ohio, USA","during",1,1,"69211"
"ls19bio2_wtitus",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"ls19bioabharathan",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"ls19biojgeorge",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"ls19biomjones",2019,"Boston, Massachusetts, USA","during",1,1,"49490"
"ls19biorshopiro",2019,"Boston, Massachusetts, USA","during",1,1,"117951"
"ls2019behrakisd",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"ls2019perlova",2019,"Boston, Massachusetts, USA","during",2,2,"117887 69468"
"lsbio1fsawin",2019,"Boston, Massachusetts, USA","during",1,1,"117951"
"lsbio1gzziwa",2019,"Boston, Massachusetts, USA","during",1,1,"117951"
"lsbio1mcruz",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"lsbio4khylton",2018,"Boston, Massachusetts, USA","during",1,1,"55576"
"lsbio4psimon",2018,"Boston, Massachusetts, USA","during",1,1,"117943"
"lsimuns",2018,"Denver-Boulder Metro, Colorado, USA","during",4,3,"182502 119888 200925"
"lsimuns",2019,"Denver-Boulder Metro, Colorado, USA","during",19,12,"344442 123230 532267 182679 200925 125055 463825 155090 532533 182455 229256 632126"
"lsimuns",2020,"Denver-Boulder Metro, Colorado, USA","during",5,4,"182455 532267 210316 632126"
"lsqueenie",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"lsrhs_a_iannelli",2018,"Boston, Massachusetts, USA","during",2,2,"54735 117951"
"lsrhs_aspringsteel",2019,"Boston, Massachusetts, USA","during",2,1,"117943"
"lsrhs_b_graham",2018,"Boston, Massachusetts, USA","during",1,1,"151767"
"lsrhs_dtamburrini",2019,"Boston, Massachusetts, USA","during",1,1,"117951"
"lsrhs_e_oconnor",2018,"Boston, Massachusetts, USA","during",1,1,"117943"
"lsrhs_j_greenberg",2018,"Boston, Massachusetts, USA","during",1,1,"117943"
"lsrhs_jgreen",2019,"Boston, Massachusetts, USA","during",1,1,"182713"
"lsrhs_l_mulrain",2018,"Boston, Massachusetts, USA","during",1,1,"54735"
"lsrhs_srandall",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"lswift",2021,"Austin, Texas, USA","before",3,3,"117938 232361 229759"
"lswift",2021,"Austin, Texas, USA","during",2,2,"233685 155091"
"lswift",2022,"Austin, Texas, USA","during",4,4,"54758 229759 54734 233685"
"lthies",2022,"Cincinnati, Ohio, USA","during",1,1,"155091"
"luansol",2021,"Curitiba, Paraná, Brazil","during",3,3,"461903 182679 117943"
"lubaro",2021,"Boston, Massachusetts, USA","during",2,1,"117951 117943"
"luc_p",2021,"Cape Town, Western Cape, South Africa","during",3,2,"355354 49490"
"luc_river",2022,"Ciudad de México, México","during",1,1,"117887"
"luca_pego",2022,"Chur, Chur, Switzerland","after",1,1,"49490"
"lucas06",2020,"Boston, Massachusetts, USA","before",1,1,"148365"
"lucianvazquez",2021,"Boston, Massachusetts, USA","before",1,1,"59954"
"lucianvazquez",2021,"Boston, Massachusetts, USA","during",1,1,"320843"
"lucinafe",2019,"Eugene-Springfield, Oregon, USA","during",2,1,"55576"
"ludo_corona",2020,"Copenhagen, Denmark","during",2,2,"117887 154184"
"ludwig_muller",2021,"Garden Route, Western Cape, South Africa","during",1,1,"48325"
"luelf",2020,"GAM, San José, Costa Rica","during",1,1,"117951"
"luisalagos",2018,"Bogotá, Colombia","during",1,1,"49490"
"luiscorrea",2021,"Ciudad de México, México","during",3,3,"69437 155090 60724"
"luiscorrea",2022,"Ciudad de México, México","during",5,3,"69430 117887 69437"
"luisfran09",2020,"GAM, San José, Costa Rica","during",4,2,"117951 117992"
"luispastrana",2022,"Ciudad de México, México","during",1,1,"205901"
"luissalazar",2021,"Bogotá, Colombia","during",3,2,"69430 69436"
"lukenicole",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"lukewheeler",2020,"Denver-Boulder Metro, Colorado, USA","before",3,2,"532267 175944 532755"
"lulubelle",2020,"Dallas-Fort Worth, Texas, USA","during",6,5,"175944 632126 117951 233685 117887"
"lulubelle",2022,"Dallas-Fort Worth, Texas, USA","during",1,1,"117887"
"lumenal",2022,"Eugene-Springfield, Oregon, USA","during",1,1,"55576"
"luru",2018,"Cleveland-Akron-Canton, OH, USA","during",3,3,"117887 229445 117943"
"lycurgust",2020,"Ann Arbor, Michigan, USA","after",1,1,"49490"
"lycurgust",2021,"Ann Arbor, Michigan, USA","after",1,1,"69430"
"lydia_mcintosh",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"lydiablakesustrans",2019,"Bristol & Bath City Region, UK","during",3,3,"55576 117987 218522"
"lynaet",2020,"Denver-Boulder Metro, Colorado, USA","during",1,1,"344442"
"lynnharper",2019,"Boston, Massachusetts, USA","during",14,5,"117943 182657 117422 119669 67747 49490"
"lynnharper",2021,"Boston, Massachusetts, USA","during",36,25,"117867 121176 155090 222950 180467 117987 59954 119669 50252 175944 148365 182613 125773 123176 504611 117422 179037 210371 121208 67747 155093 123230 182657 151767 117971 54734 49490 117943"
"lyrae",2021,"Atlanta, Georgia, USA","after",1,1,"117943"
"m_benavides",2018,"Austin, Texas, USA","during",1,1,"232361"
"m_h_2017",2021,"Chicago, Illinois, USA","during",1,1,"117887"
"m_johnson",2018,"Austin, Texas, USA","during",2,2,"232361 55553"
"m_maldonado",2018,"Austin, Texas, USA","during",1,1,"54735"
"m_mclemore",2018,"Austin, Texas, USA","during",1,1,"232361"
"maaguilar",2020,"Boston, Massachusetts, USA","during",1,1,"148365"
"maameduah",2020,"Boston, Massachusetts, USA","before",1,1,"55576"
"mabelin",2020,"Ciudad de Panamá, Panamá","during",2,2,"117943 182631"
"mackenzieall",2022,"Dallas-Fort Worth, Texas, USA","during",1,1,"229441"
"mackypitx",2021,"Davao City, Philippines","during",1,1,"182679"
"madbeck",2020,"Fort Wayne, Indiana, USA","after",1,1,"117943"
"maddie2718",2018,"Boston, Massachusetts, USA","during",2,1,"117951"
"maddiemarshall",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"117943"
"maddilevine",2022,"Baltimore, Maryland, USA","during",1,1,"117943"
"madisong",2021,"Dallas-Fort Worth, Texas, USA","during",1,1,"229441"
"maggie1029",2022,"Chiayi-Yunlin, Taiwan","during",3,3,"182631 69468 175758"
"maggiea",2021,"Alachua County, Florida, USA","during",1,1,"175440"
"maggieoutside",2020,"Eugene-Springfield, Oregon, USA","during",2,2,"123175 67747"
"maggiesmith2",2020,"Western NC, North Carolina, USA","before",2,2,"117943 49490"
"magicicada",2019,"Baltimore, Maryland, USA","during",1,1,"182679"
"magicicada",2021,"Baltimore, Maryland, USA","during",3,1,"182656"
"magicmeg",2021,"Austin, Texas, USA","during",1,1,"155091"
"magicmeg",2022,"Austin, Texas, USA","during",1,1,"155091"
"magnasilva",2020,"Western NC, North Carolina, USA","during",2,2,"1035932 48711"
"magrietb",2019,"Cape Town, Western Cape, South Africa","during",4,2,"60724 55576"
"mahalah1",2022,"Boise, Idaho, USA","during",1,1,"344442"
"mainejane1",2020,"Boston, Massachusetts, USA","during",2,1,"117943"
"maisha",2020,"Garden Route, Western Cape, South Africa","during",1,1,"48325"
"major_bombylius",2018,"Bristol & Bath City Region, UK","during",6,5,"55576 175582 154184 69430 229764"
"major_bombylius",2019,"Bristol & Bath City Region, UK","after",1,1,"117987"
"major_bombylius",2019,"Bristol & Bath City Region, UK","during",4,4,"223123 117987 229764 55576"
"major_bombylius",2020,"Bristol & Bath City Region, UK","during",5,5,"55576 223123 222838 69211 117987"
"major_bombylius",2022,"Bristol & Bath City Region, UK","during",6,4,"222838 223123 50252 144276 55576"
"makabs",2021,"Boston, Massachusetts, USA","during",2,2,"67747 117943"
"makbay",2018,"Baltimore, Maryland, USA","during",2,1,"117943"
"makena1",2019,"Eugene-Springfield, Oregon, USA","during",1,1,"123175"
"makenatrentacoste2022",2021,"Baton Rouge, Louisiana, USA","during",1,1,"464189"
"makenzie41",2022,"Baton Rouge, Louisiana, USA","during",5,5,"205079 464189 155095 117943 200925"
"malagosgardenresortdavao",2021,"Davao City, Philippines","during",2,1,"182631"
"malagosgardenresortdavao",2022,"Davao City, Philippines","during",7,5,"217296 132205 182631 176035 229702 182713"
"malik43",2022,"Fort Wayne, Indiana, USA","after",1,1,"117892"
"mallardil",2021,"Chicago, Illinois, USA","after",1,1,"55576"
"mamiles",2021,"Boston, Massachusetts, USA","during",1,1,"125773"
"mammelton50",2020,"Austin, Texas, USA","during",4,1,"229759 48325"
"mammelton50",2021,"Austin, Texas, USA","during",22,13,"117877 151767 229760 117943 155091 48325 229441 222950 227252 117892 155090 69430 232361 229759"
"manateekim",2020,"Baltimore, Maryland, USA","during",1,1,"117943"
"mancat",2018,"Austin, Texas, USA","during",1,1,"117943"
"mandyleivers",2020,"Bristol & Bath City Region, UK","during",2,2,"228059 55576"
"mangoparker",2020,"Adelaide, South Australia, Australia","during",4,4,"532533 125773 55576 69430"
"mangoparker",2022,"Adelaide, South Australia, Australia","during",1,1,"55576"
"manliocuevas",2021,"Chiriquí, Panamá","during",3,3,"175954 463096 67747"
"manliocuevas",2022,"Chiriquí, Panamá","during",3,3,"461903 67747 117943"
"manritmanvirscience",2020,"Auckland, Auckland, New Zealand","before",1,1,"203800"
"manudalforno",2022,"Dallas-Fort Worth, Texas, USA","during",38,22,"344442 60724 632126 69163 117932 154107 50252 532533 69430 117877 69211 233685 232361 175438 117867 55553 174748 175657 60709 175845 54757 117865 175501"
"manysprings",2021,"Calgary, Canada","during",5,5,"344442 67747 54734 117943 69430"
"marc_albert",2018,"Boston, Massachusetts, USA","during",3,1,"54735 54734"
"marc_albert",2019,"Boston, Massachusetts, USA","during",1,1,"119669"
"marc_albert",2020,"Boston, Massachusetts, USA","during",5,4,"200925 117865 203800 175944"
"marc_albert",2021,"Boston, Massachusetts, USA","during",4,4,"69430 117887 49490 117951"
"marc_albert",2022,"Boston, Massachusetts, USA","during",1,1,"117951"
"marcepiracun",2018,"Bogotá, Colombia","during",4,4,"597054 67747 229759 934917"
"marcoantoniorodriguez",2022,"Bogotá, Colombia","during",1,1,"229702"
"marcusgill",2020,"Ōtautahi/Christchurch, Canterbury, New Zealand","before",1,1,"55576"
"marcusmoment",2022,"Charlotte, North Carolina, USA","before",2,2,"155091 117943"
"marekk",2021,"Austin, Texas, USA","during",1,1,"55576"
"margaret323",2021,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"margaretburger",2021,"eThekwini, Kwa-Zulu Natal, South Africa","during",1,1,"117867"
"margaretburger",2022,"eThekwini, Kwa-Zulu Natal, South Africa","during",1,1,"60724"
"margaretcurtin",2022,"Boston, Massachusetts, USA","after",2,1,"117992"
"margaretcurtin",2022,"Boston, Massachusetts, USA","before",3,3,"125773 148365 71060"
"margaritanoir",2022,"Charlottesville, Virginia, USA","during",1,1,"175359"
"margenen",2020,"Charlotte, North Carolina, USA","after",4,4,"155090 182679 155091 117943"
"margles411",2022,"Boston, Massachusetts, USA","during",1,1,"203800"
"mari_barrantes_elizondo",2021,"GAM, San José, Costa Rica","during",1,1,"182631"
"mari_barrantes_elizondo",2022,"GAM, San José, Costa Rica","during",1,1,"117943"
"mari_fer28",2022,"GAM, San José, Costa Rica","during",2,2,"117867 175971"
"maria_fernanda77",2022,"Bogotá, Colombia","during",1,1,"117859"
"marianacorts",2020,"GAM, San José, Costa Rica","during",1,1,"117951"
"mariananb",2020,"Ensenada, Baja California, México","during",3,3,"117932 155094 117887"
"mariananb",2021,"Ensenada, Baja California, México","after",1,1,"60724"
"mariananb",2021,"Ensenada, Baja California, México","during",1,1,"117932"
"mariananb",2022,"Ensenada, Baja California, México","during",1,1,"117932"
"marianaorozco_ic_8c",2022,"Bucaramanga, Santander, Colombia","during",1,1,"229765"
"marianaprado",2019,"Austin, Texas, USA","during",6,5,"232361 200925 55576 229759 54734"
"mariannebroug",2021,"Adelaide, South Australia, Australia","after",1,1,"355906"
"mariannelaffitte",2019,"Boston, Massachusetts, USA","during",1,1,"117951"
"mariannestevens",2020,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"mariapoc",2022,"Bogotá, Colombia","during",1,1,"220115"
"mariareynozo",2021,"Charlottesville, Virginia, USA","before",4,4,"182679 182657 121176 182670"
"mariasachica",2018,"Bogotá, Colombia","during",1,1,"54735"
"mariastuart",2018,"Bristol & Bath City Region, UK","during",1,1,"55576"
"maricruz_torralba",2022,"Ciudad de México, México","during",1,1,"60724"
"marie",2018,"Boston, Massachusetts, USA","during",2,2,"54735 117943"
"marie",2019,"Boston, Massachusetts, USA","during",2,2,"49490 125773"
"marie246",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"mariepol",2020,"Garden Route, Western Cape, South Africa","during",4,3,"117867 121176 48325"
"mariluz8",2021,"Bucaramanga, Santander, Colombia","during",1,1,"117867"
"marilyn_scholtz",2021,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"marimaia",2021,"Curitiba, Paraná, Brazil","during",1,1,"464189"
"marimaia",2022,"Curitiba, Paraná, Brazil","during",2,2,"464189 121176"
"marina_andrade",2021,"Curitiba, Paraná, Brazil","during",1,1,"374430"
"mario_forgione",2022,"Orange County, California, USA","before",1,1,"148365"
"marion89",2019,"Cape Town, Western Cape, South Africa","during",1,1,"60724"
"marion89",2021,"Cape Town, Western Cape, South Africa","during",1,1,"54757"
"mariositos",2021,"Bogotá, Colombia","after",1,1,"117943"
"marisa07",2022,"Cape Town, Western Cape, South Africa","during",2,2,"117867 55576"
"marisa117",2021,"Cape Town, Western Cape, South Africa","during",2,2,"60724 117942"
"marisa118",2020,"Fairfield and Westchester County, Connecticut and New York, USA","during",1,1,"117951"
"marisdey",2022,"Chiriquí, Panamá","during",1,1,"117860"
"marjorie11",2018,"Bogotá, Colombia","during",3,3,"67747 49490 122660"
"marjsmillie",2021,"Edinburgh, Scotland","during",1,1,"54758"
"mark1130",2020,"Garden Route, Western Cape, South Africa","during",5,5,"117938 121176 57807 117951 117867"
"markchandler",2018,"Boston, Massachusetts, USA","during",8,3,"117943 200925 119778"
"markchandler",2019,"Boston, Massachusetts, USA","during",12,2,"117943 54734 117951"
"markchandler",2020,"Boston, Massachusetts, USA","during",1,1,"117951"
"markchandler",2021,"Boston, Massachusetts, USA","during",1,1,"320843"
"markgrtdixon",2020,"Garden Route, Western Cape, South Africa","during",4,4,"55554 67747 48325 117867"
"markheystek",2021,"Garden Route, Western Cape, South Africa","during",2,2,"117943 67747"
"markmcknight",2020,"Chattanooga, Tennessee, USA","during",3,3,"49490 182679 117867"
"markmcknight",2021,"Chattanooga, Tennessee, USA","during",2,2,"148365 117867"
"markmcknight",2022,"Chattanooga, Tennessee, USA","during",2,2,"148365 67747"
"markspotswood",2018,"Boston, Massachusetts, USA","during",2,2,"200925 117951"
"marlekunneke",2020,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"marlenerojo",2019,"Denver-Boulder Metro, Colorado, USA","during",1,1,"344442"
"marleyi",2020,"Auckland, Auckland, New Zealand","before",2,2,"355322 355352"
"marleyi",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",43,41,"355336 60724 404818 222062 403856 69214 405262 446985 404153 502881 123348 408333 175972 463344 405268 405329 888277 405725 228666 480027 400812 345005 403378 217296 405265 120448 403493 175179 402282 406259 319389 406219 217270 1424333 227391 55576 355337 55553 405544 473041 406442"
"maroneyfive",2020,"Fort Wayne, Indiana, USA","during",1,1,"117943"
"marsupiladri",2018,"Barcelona Metropolitan Area, Catalonia","before",2,1,"55576"
"marta_klouckova",2021,"Brno, Czech Republic","during",2,2,"532707 55576"
"marta_klouckova",2022,"Brno, Czech Republic","during",3,2,"55576 632126"
"martas_brno",2021,"Brno, Czech Republic","during",1,1,"55576"
"martello",2020,"Chicago, Illinois, USA","during",1,1,"69430"
"marthabarss",2021,"Baltimore, Maryland, USA","during",1,1,"117943"
"marthagrahamharadon",2021,"Denver-Boulder Metro, Colorado, USA","during",1,1,"59968"
"martin363",2021,"Cape Town, Western Cape, South Africa","during",1,1,"117943"
"martin363",2022,"Cape Town, Western Cape, South Africa","during",2,2,"229759 55553"
"martina_lwg",2021,"Garden Route, Western Cape, South Africa","before",1,1,"203713"
"martinsnz",2020,"Auckland, Auckland, New Zealand","during",3,3,"117865 597251 415652"
"martinsv",2019,"Ciudad de México, México","during",2,2,"60724 117943"
"martinsv",2022,"Ciudad de México, México","during",2,2,"117867 117877"
"martycalabrese",2018,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117943"
"martycalabrese",2019,"Cleveland-Akron-Canton, OH, USA","after",2,2,"151767 117943"
"mary287",2020,"Bristol & Bath City Region, UK","during",1,1,"117887"
"mary287",2021,"Bristol & Bath City Region, UK","during",1,1,"154184"
"mary287",2022,"Bristol & Bath City Region, UK","during",1,1,"223123"
"mary378",2020,"Baltimore, Maryland, USA","during",1,1,"117943"
"marybethsutton",2020,"Chattanooga, Tennessee, USA","during",1,1,"121176"
"mashudu",2022,"Cape Town, Western Cape, South Africa","during",1,1,"182679"
"masswildlife",2020,"Boston, Massachusetts, USA","during",43,23,"49490 121208 49488 123230 117860 175440 182455 125773 60724 182439 119669 217086 117987 148365 54734 50252 224150 228666 60729 54735 182657 230314 117943 151767 121176 67747 155093"
"matbrown333",2021,"Bristol & Bath City Region, UK","during",1,1,"1019330"
"mateohernandezschmidt",2018,"Bogotá, Colombia","during",16,5,"69436 117867 67747 175820 49490"
"mateohernandezschmidt",2019,"Bogotá, Colombia","during",3,3,"69436 117942 49490"
"matheus110",2021,"Curitiba, Paraná, Brazil","during",2,2,"67747 374430"
"matt537",2019,"Colorado Springs, Colorado, USA","during",1,1,"632126"
"mattandsam",2022,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"matthew_f",2019,"Charlotte, North Carolina, USA","during",1,1,"117943"
"matthewbeziat",2021,"Baltimore, Maryland, USA","after",2,2,"117943 69430"
"matthewbeziat",2021,"Baltimore, Maryland, USA","before",2,1,"155090"
"matthewbeziat",2022,"Baltimore, Maryland, USA","after",1,1,"182467"
"matthewgage",2021,"Boston, Massachusetts, USA","during",1,1,"49490"
"mattneedsmorepics",2019,"Boston, Massachusetts, USA","during",3,3,"117943 69430 54734"
"mattpiedmont",2020,"Charlottesville, Virginia, USA","during",1,1,"182613"
"matturalist",2019,"Cleveland-Akron-Canton, OH, USA","during",2,2,"125754 117943"
"mattwittridge",2019,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"maureenclare",2019,"Chicago, Illinois, USA","after",1,1,"117943"
"maureencoetzee",2020,"Garden Route, Western Cape, South Africa","during",1,1,"83475"
"maureencoetzee",2021,"Garden Route, Western Cape, South Africa","during",1,1,"49490"
"mauritrimmer",2020,"Boston, Massachusetts, USA","after",2,2,"60724 117943"
"maximilian-bridges",2021,"Bogotá, Colombia","during",4,3,"182701 69436 69430"
"maxine_rodger",2021,"eThekwini, Kwa-Zulu Natal, South Africa","during",1,1,"69436"
"maxwellgosh",2020,"Boston, Massachusetts, USA","during",1,1,"154565"
"mbelitz",2020,"Alachua County, Florida, USA","during",5,4,"67747 49490 464189 227252 117867"
"mbelitz",2021,"Alachua County, Florida, USA","during",3,3,"67747 117867 464189"
"mbernini",2019,"Buenos Aires, Argentina","during",1,1,"205470"
"mblanco05",2021,"Boston, Massachusetts, USA","before",1,1,"69436"
"mbzlat",2022,"Austin, Texas, USA","before",1,1,"182467"
"mcabesay",2021,"Davao City, Philippines","after",2,2,"227252 182631"
"mcabesay",2021,"Davao City, Philippines","during",3,2,"67747 175433"
"mcaitlin",2019,"Boston, Massachusetts, USA","during",1,1,"67747"
"mcapples",2018,"Boston, Massachusetts, USA","during",1,1,"200925"
"mcash3",2022,"Boston, Massachusetts, USA","during",1,1,"175359"
"mccrea",2021,"Chicago, Illinois, USA","after",2,1,"55553"
"mchiappone65",2019,"Austin, Texas, USA","during",1,1,"154129"
"mckenzie80",2022,"Alachua County, Florida, USA","after",3,3,"464189 117938 117892"
"mcmaggerson",2020,"Western NC, North Carolina, USA","during",1,1,"182679"
"mcoleman5",2019,"Baltimore, Maryland, USA","during",1,1,"117951"
"mcosby",2021,"Dallas-Fort Worth, Texas, USA","during",1,1,"117943"
"mcoulter1335",2021,"Chicago, Illinois, USA","during",1,1,"344442"
"mcourtemanche",2018,"Boston, Massachusetts, USA","during",1,1,"117951"
"mdarrah3",2021,"Fairfield and Westchester County, Connecticut and New York, USA","during",1,1,"69468"
"mdevill",2020,"Garden Route, Western Cape, South Africa","during",4,2,"60724 714333 49490"
"mdgacura",2022,"Erie, Pennsylvania, USA","during",1,1,"155090"
"mdgrace",2022,"Denver-Boulder Metro, Colorado, USA","during",2,2,"194681 154250"
"mduffy",2018,"Baltimore, Maryland, USA","during",1,1,"117943"
